separator,mod,plugin,signature,formid,editor_id,name,covered_by,triage,candidate_deities,notes
Quests and Newlands - Modded Followers,Simple Follower Framework,Simple Follower Framework.esp,NONE,,,,none,NO-ROWS,,"15 records total. Its only QUST is an override of Skyrim.esm 0750BA DialogueFollower. Defines no quest. Framework plugin (PACK 8 GLOB 3 MGEF 1 PERK 1 SPEL 1)"
Quests and Newlands - Modded Followers,Song of the Green (Auri Follower),018Auri.esp,QUST,018Auri.esp:03E4B1,018AuriFriendQuest,Song of the Green,none,ROWABLE,Y'ffre;Z'en;Kynareth,"THE Bosmer pilgrimage quest. 9 stages (0/10/20/30/40/50/60/70/80) and 7 objectives. Objectives 10-50 are a five-grove pilgrimage: Moss Mother Cavern / Eldergleam Sanctuary / Ancestor Glade / Bloated Man's Grotto / Shadowgreen Cavern; then obj 60 Follow Auri and obj 70 Talk to Auri. Journal LogEntries[0].Entry PRESENT on every stage 10-80 (stages 10-70 share the homesick text; stage 80 is the CompleteQuest terminal entry - Auri opened up about why she came to Skyrim). Stage 80 is the sole terminal outcome; no moral fork. Eldergleam and Ancestor Glade also read as Kynareth sites"
Quests and Newlands - Modded Followers,Song of the Green (Auri Follower),018Auri.esp,SUMMARY,,,,none,ROWABLE,Y'ffre;Z'en;Baan Dar,"19 QUST defined; only Song of the Green is player-facing. Drivers with Bosmer-religion content: 024F8F 018AuriBosmerCulture (5 stages) 4ADD76 018AuriBosmerChat (4 stages) 0D8DD9 018AuriQuestCommentary (0 stages) 0AEC07 018AuriRomance (13 stages) 0A4D42 018AuriEnemyQuest (5 stages). Non-quest defined: BOOK 9 and these are the richest lore hooks in the bucket - 018BookTheSpinnersOfYffre / 018TheGreenPactAndTheDominion / 018TheEldestApilgrimstale / 018TheWilderkingLegend / 018Warcustomsoftribalbosmer / 018TheOozeafable / 018BookSongOfTheGreen / 018AuriNote / 018SpellTomeSummonAuri. Also SPEL 3 (018AuriSummonSpell 018SummonThistlefootSpell) ACTI 0 MISC 0 FACT 0 LCTN 0 NPC_ 2 FLST 1 RACE 1 (Bosmer variant) INGEST 1 AMMO 1 WEAP 1"
Quests and Newlands - Modded Followers,Song of the Green (Auri Follower) - Inigo Banter,018InigoBanterPatch.esp,NONE,,,,none,NO-ROWS,,"198 records. Defines 2 QUST both unnamed banter drivers: 018InigoScenesGeneral 018InigoGreetingsMisc"
Quests and Newlands - Modded Followers,Song of the Green (Auri Follower) - Kaidan Banter,018AuriKaidanBanter.esp,NONE,,,,none,NO-ROWS,,"131 records. Defines 1 QUST - Auri/Kaidan banter driver"
Quests and Newlands - Modded Followers,Song of the Green (Auri Follower) - Vigilant,018AuriVIGILANTpatch.esp,NONE,,,,none,NO-ROWS,,"338 records. Defines 1 QUST - Auri VIGILANT commentary driver. VIGILANT itself is covered_by ARR elsewhere"
Quests and Newlands - Modded Followers,Thogra gra-Mugur - Orc Follower and Quest,DK_Thogra.esp,QUST,DK_Thogra.esp:167FDE,dk_ThograMain,Thogra's Revenge,none,ROWABLE,Malacath,"THE Orc quest. 24 stages: 0 (StartUp) 10 20 30 40 42 44 46 50 55 60 70 80 90 100 110 120 130 140 150 (ShutDown) 300 (ShutDown) 400 410 (ShutDown) 420 (ShutDown). Journal LogEntries[0].Entry PRESENT and player-facing on the outcome stages: stage 150 CompleteQuest reads 'Thogra fulfilled her blood oath and was blessed by Malacath'; stage 400 reads 'I decided to betray Thogra. Now I must kill her.'; stage 420 reads 'Thogra is dead.'. MORAL FORK: 150 = blood oath fulfilled and Malacath's blessing vs 400/410/420 = betray Thogra and side with Peragorn. Stage 300 is a separate ShutDown (failure/abort). Objectives run Talk to Thogra / Interrogate Kastav / Kill Kastav / Check Kastav's body / Talk to Fariba / Kill Fariba / Find and Confront and Kill Peragorn / Talk to Thogra at Largashbur / (fork) Kill Thogra / Talk to Peragorn. Largashbur is Malacath's shrine site - the completion literally hands the player a Malacath blessing beat"
Quests and Newlands - Modded Followers,Thogra gra-Mugur - Orc Follower and Quest,DK_Thogra.esp,QUST,DK_Thogra.esp:1F0E0E,dk_ThograMarriageMara,Marry Thogra - Temple of the Divines,none,ROWABLE,Mara;Malacath,"7 stages / 6 objectives; Divines-rite wedding branch. Pairs against the Largashbur branch as a culture fork: an Orc marrying under Mara rather than under Malacath's stronghold rite"
Quests and Newlands - Modded Followers,Thogra gra-Mugur - Orc Follower and Quest,DK_Thogra.esp,QUST,DK_Thogra.esp:232B5A,dk_ThograMarriageOrc,Marry Thogra - Largashbur,none,ROWABLE,Malacath,"7 stages / 6 objectives; stronghold wedding branch at Largashbur. Fork partner to the Temple of the Divines branch"
Quests and Newlands - Modded Followers,Thogra gra-Mugur - Orc Follower and Quest,DK_Thogra.esp,SUMMARY,,,,none,ROWABLE,Malacath,"3005 records; 16 QUST defined; 3 player-facing above. Devotion-relevant drivers: 418D04 dk_ThograAwareDaedra (15 stages - per-Daedric-quest awareness tracker) 30C6A1 dk_ThograAwareMQ 4832A4 dk_ThograAwareMQDLC2 181642 dk_ThograMarriage (18 stages - marriage state machine) 288B4A dk_ThograCaptive 038319 dk_ThograIntro (14 stages) 0B6C47 dk_ThograExtras 3954CD dk_ThograAdoptedKids. Non-quest defined: BOOK 3 (dk_ThograJournalKastav dk_ThograLetterKastav dk_ThograLetterPeragorn - the quest's evidence chain) SPEL 4 (dk_ThograBerserker dk_ThograCallSpell dk_KissAbility dk_MarriageFoodAbility) ACTI 1 MISC 0 FACT 10 (incl dkThograApocr - an Apocrypha/Hermaeus Mora flag - and dkThograPeragornsFaction dk_ThograBreakupPoints dk_ThograRomance dk_ThograPolyFaction) LCTN 1 (dk_ThograBanditHideoutLocation) NPC_ 13 (DK_Thogra plus Peragorn/Kastav bandit cast) PERK 2 MGEF 2 ARMO 6 KEYM 3 WEAP 1"
Quests and Newlands - Modded Followers,Val Serano - Pirate Follower and Quest Adventure,AX ValSerano-CoWQE.esp,NONE,,,,none,NO-ROWS,,"18 records. Its only QUST is an override of AX ValSerano.esp ValCOL. Defines no quest"
Quests and Newlands - Modded Followers,Val Serano - Pirate Follower and Quest Adventure,AX ValSerano-LOTD.esp,NONE,,,,none,NO-ROWS,,"411 records but all 3 QUST are AX ValSerano.esp overrides (ValAddon02 ValAddon02Digsite ValTG09). Defines no quest; adds museum placements and 1 NPC_"
Quests and Newlands - Modded Followers,Val Serano - Pirate Follower and Quest Adventure,AX ValSerano-SSEC.esp,NONE,,,,none,NO-ROWS,,"76 records. Both QUST are overrides (ValAddon01 and the CC Shadowrend quest). Defines no quest"
Quests and Newlands - Modded Followers,Val Serano - Pirate Follower and Quest Adventure,AX ValSerano-USSEP.esp,NONE,,,,none,NO-ROWS,,"28 records. All 3 QUST are vanilla Skyrim.esm/Dragonborn.esm overrides. Defines no quest"
Quests and Newlands - Modded Followers,Val Serano - Pirate Follower and Quest Adventure,AX ValSerano.esp,QUST,AX ValSerano.esp:2EE9A6,Val001,Between the Daedra and the Deep Blue Sea,none,ROWABLE,,"Main chain part 1; 14 stages / 13 objectives; Daedra in the title"
Quests and Newlands - Modded Followers,Val Serano - Pirate Follower and Quest Adventure,AX ValSerano.esp,QUST,AX ValSerano.esp:33AAF4,Val002,He Runs a Tight Shipwreck,none,ROWABLE,,"Main chain part 2; 18 stages / 11 objectives"
Quests and Newlands - Modded Followers,Val Serano - Pirate Follower and Quest Adventure,AX ValSerano.esp,QUST,AX ValSerano.esp:3AA4A7,Val003,But You Have Heard of Me,none,ROWABLE,,"Main chain part 3; 12 stages / 9 objectives"
Quests and Newlands - Modded Followers,Val Serano - Pirate Follower and Quest Adventure,AX ValSerano.esp,QUST,AX ValSerano.esp:3AA4A6,Val004,Stand by Me,none,ROWABLE,,"Main chain part 4; 15 stages / 14 objectives"
Quests and Newlands - Modded Followers,Val Serano - Pirate Follower and Quest Adventure,AX ValSerano.esp,QUST,AX ValSerano.esp:49DC31,Val005,Drink and the Daedra Had Done for the Rest,none,ROWABLE,,"Main chain part 5; 26 stages / 15 objectives; Daedra in the title"
Quests and Newlands - Modded Followers,Val Serano - Pirate Follower and Quest Adventure,AX ValSerano.esp,QUST,AX ValSerano.esp:49DC32,Val006,Safe Harbor,none,ROWABLE,,"Main chain part 6; 4 stages / 3 objectives"
Quests and Newlands - Modded Followers,Val Serano - Pirate Follower and Quest Adventure,AX ValSerano.esp,QUST,AX ValSerano.esp:B5FA4C,ValEnd,The Bitter End,none,ROWABLE,,"Terminal outcome quest; 5 stages / 1 objective"
Quests and Newlands - Modded Followers,Val Serano - Pirate Follower and Quest Adventure,AX ValSerano.esp,QUST,AX ValSerano.esp:3AA4A5,Val00A,Romancing the Rogue,none,ROWABLE,Dibella,"Romance chain A; 24 stages / 17 objectives"
Quests and Newlands - Modded Followers,Val Serano - Pirate Follower and Quest Adventure,AX ValSerano.esp,QUST,AX ValSerano.esp:49DC33,Val00B,Wicked Game,none,ROWABLE,,"Romance chain B; 19 stages / 11 objectives"
Quests and Newlands - Modded Followers,Val Serano - Pirate Follower and Quest Adventure,AX ValSerano.esp,QUST,AX ValSerano.esp:9B2444,Val00C,Making an Honest Man of Him,none,ROWABLE,Mara,"Romance chain C / marriage; 20 stages / 8 objectives"
Quests and Newlands - Modded Followers,Val Serano - Pirate Follower and Quest Adventure,AX ValSerano.esp,QUST,AX ValSerano.esp:49DC34,Val00D,Wing and Wing,none,ROWABLE,,"Romance chain D; 15 stages / 12 objectives"
Quests and Newlands - Modded Followers,Val Serano - Pirate Follower and Quest Adventure,AX ValSerano.esp,QUST,AX ValSerano.esp:22FFC1,Val00E,Several Nights to Remember,none,ROWABLE,Dibella,"Romance chain E; 5 stages / 3 objectives"
Quests and Newlands - Modded Followers,Val Serano - Pirate Follower and Quest Adventure,AX ValSerano.esp,QUST,AX ValSerano.esp:0A0A24,ValTarek,Dead Reckoning,none,ROWABLE,Arkay,"Side quest; 7 stages / 1 objective; death/reckoning framing"
Quests and Newlands - Modded Followers,Val Serano - Pirate Follower and Quest Adventure,AX ValSerano.esp,QUST,AX ValSerano.esp:49695F,ValEscort,Lost at Sea,none,ROWABLE,,"Misc-type side quest; 4 stages / 1 objective"
Quests and Newlands - Modded Followers,Val Serano - Pirate Follower and Quest Adventure,AX ValSerano.esp,QUST,AX ValSerano.esp:F58C0D,ValTreasure,'X' Marks the Spot,none,ROWABLE,,"Misc-type treasure quest; 6 stages / 1 objective"
Quests and Newlands - Modded Followers,Val Serano - Pirate Follower and Quest Adventure,AX ValSerano.esp,QUST,AX ValSerano.esp:6682E2,ValCOLGrad,The Daedra to Pay,none,ROWABLE,,"College-of-Winterhold graduation side quest; 39 stages / 17 objectives - one of the largest in the plugin; explicit Daedra framing"
Quests and Newlands - Modded Followers,Val Serano - Pirate Follower and Quest Adventure,AX ValSerano.esp,QUST,AX ValSerano.esp:D1004D,ValAddon02,Legacy of the Dragonborn,none,DEFER,,"Misc-type; 5 stages / 1 objective; a compatibility wrapper named after the host mod rather than real standalone content"
Quests and Newlands - Modded Followers,Val Serano - Pirate Follower and Quest Adventure,AX ValSerano.esp,SUMMARY,,,,none,ROWABLE,,"16190 records; 66 QUST touched and 62 defined; 17 player-facing above. Named-but-not-content: ValS01 Skyrim Main Quest / ValS02 Skyrim Side Quests / ValS03 Dungeons and Locations / ValS04 Daedric Quests / ValS05 Skyrim Misc Quests are the vanilla-commentary bucket quests - ValS04 in particular means Val has a reaction to every vanilla Daedric quest. Also ValAddon01 Saints and Seducers Extended Cut and ValAddon03 Leaps of Cheese (compat wrappers). Non-quest defined: BOOK 35 SPEL 102 MGEF 99 ACTI 102 MISC 45 FACT 15 LCTN 8 NPC_ 91 RACE 14 SHOU 1 PERK 9 plus 19 WRLD. This is effectively a newland-scale mod attached to a follower"
Quests and Newlands - Modded Followers,Xelzaz - Custom Fully Voiced Argonian Telvanni Follower,BPUFXelzazFollower.esp,QUST,BPUFXelzazFollower.esp:79F4DA,BPUFXelzazTheSleepingTree,An Unwanted Scion,none,ROWABLE,The Hist;Y'ffre;Kynareth,"HIGHEST-VALUE ARGONIAN ROW. 17 stages (10 StartUp ... 80 ShutDown) / 9 objectives. Explicit MORAL FORK in the objectives: obj 51 Accompany Xelzaz to the Sleeping Tree vs obj 52 (OrWithPrevious) Prevent Xelzaz from destroying the Sleeping Tree; then obj 58 Watch Xelzaz burn the Sleeping Tree or obj 60 Watch Xelzaz poison the Sleeping Tree. Obj 30 Wait for Xelzaz to speak with his sister Deekawo. The Sleeping Tree is Hist-descended, so burn/poison vs prevent is a direct Hist-devotion fork. Journal: stage LogEntries carry DEVELOPER notes not player text (stage 10 entry reads 'Xelzaz will have blocking dialogue at the camp'; stage 80 entry absent) - the player-facing text is the Objectives DisplayText"
Quests and Newlands - Modded Followers,Xelzaz - Custom Fully Voiced Argonian Telvanni Follower,BPUFXelzazFollower.esp,QUST,BPUFXelzazFollower.esp:E408E2,BPUFXelzazLostHistLeaf,Lost and Found,none,ROWABLE,The Hist;Sithis,"3 stages (0 / 10 StartUp / 15) / 0 objectives. Paired with MISC BEFE1E BPUFXelzazHistLeaf and BOOK E408E3 BPUFXelzazStolenHistLeafNote - recovering a stolen HIST LEAF. Small but the most literally Hist-devotional quest in the bucket. Journal: 2 of 3 stages carry LogEntries"
Quests and Newlands - Modded Followers,Xelzaz - Custom Fully Voiced Argonian Telvanni Follower,BPUFXelzazFollower.esp,QUST,BPUFXelzazFollower.esp:C6E975,BPUFXelzazCrimsonNirnroot,Of Crimson,none,ROWABLE,The Hist;Azura,"16 stages / 13 objectives; Telvanni field-alchemy questline around crimson nirnroot; paired driver CBA93C BPUFXelzazCrimsonNirnrootConversion"
Quests and Newlands - Modded Followers,Xelzaz - Custom Fully Voiced Argonian Telvanni Follower,BPUFXelzazFollower.esp,QUST,BPUFXelzazFollower.esp:F47F25,BPUFXelzazMeadQuest,The Good Stuff,none,ROWABLE,,"34 stages / 22 objectives - the largest player-facing Xelzaz quest; meadery/brewing arc; paired BOOK F47F26 BPUFXelzazMeaderyBook and MISC F5C370/F93EE8"
Quests and Newlands - Modded Followers,Xelzaz - Custom Fully Voiced Argonian Telvanni Follower,BPUFXelzazFollower.esp,QUST,BPUFXelzazFollower.esp:40D29D,BPUFXelzazArmorQuest,Quid Pro Quo,none,ROWABLE,Boethiah;Mephala,"19 stages / 4 objectives; Telvanni bargain framing; paired driver 42B980 BPUFXelzazArmorQuestMisc"
Quests and Newlands - Modded Followers,Xelzaz - Custom Fully Voiced Argonian Telvanni Follower,BPUFXelzazFollower.esp,QUST,BPUFXelzazFollower.esp:1BE431,BPUFXelzazEscortQuest,A Lawman's Ambition,none,ROWABLE,,"14 stages / 6 objectives; escort quest with a Hammerfell-gate trigger (ACTI 232B92 BPUFXelzazEscortHammerfellGateTrigger)"
Quests and Newlands - Modded Followers,Xelzaz - Custom Fully Voiced Argonian Telvanni Follower,BPUFXelzazFollower.esp,QUST,BPUFXelzazFollower.esp:7A4615,BPUFXelzazGuarQuest,Beast of Burden,none,ROWABLE,,"11 stages / 5 objectives; acquiring Xelzaz's guar companion (Khash)"
Quests and Newlands - Modded Followers,Xelzaz - Custom Fully Voiced Argonian Telvanni Follower,BPUFXelzazFollower.esp,QUST,BPUFXelzazFollower.esp:481CF6,BPUFXelzazWhenFriendsFly,When Friends Fly,none,ROWABLE,,"7 stages / 3 objectives; RunOnce SideQuest"
Quests and Newlands - Modded Followers,Xelzaz - Custom Fully Voiced Argonian Telvanni Follower,BPUFXelzazFollower.esp,QUST,BPUFXelzazFollower.esp:598A4B,BPUFXelzazFrostLily,Field Research: Frost Lily,none,ROWABLE,,"10 stages / 2 objectives; Telvanni field research; paired SPEL BPUFFrostLilyBite BPUFFrostLilyIceFormSpell"
Quests and Newlands - Modded Followers,Xelzaz - Custom Fully Voiced Argonian Telvanni Follower,BPUFXelzazFollower.esp,QUST,BPUFXelzazFollower.esp:547931,BPUFXelzazDragonRemains,Field Research: Dragon Dissection,none,ROWABLE,Akatosh,"1 stage / 2 objectives; dissecting a slain dragon's remains - a desecration angle for Akatosh or Alduin-adjacent devotion"
Quests and Newlands - Modded Followers,Xelzaz - Custom Fully Voiced Argonian Telvanni Follower,BPUFXelzazFollower.esp,SUMMARY,,,,none,ROWABLE,The Hist;Sithis;Boethiah;Azura;Mephala,"16258 records; 96 QUST defined; 10 player-facing above. CRITICAL DRIVERS worth mining: 0FDC00 BPUFXelzazMQ (65 stages - the personal storyline, unnamed, no objectives, LogEntries carry DEVELOPER notes only e.g. stage 73 'Xelzaz and player says their goodbyes' and stage 74 'Final talk for the main quest' - dialogue-driven, NOT journal-tracked); 549460 BPUFXelzazUnearthed (26 stages, no name, no objectives, no LogEntries); 54434D BPUFXelzazTheWindsOfChange (11 stages); 5E67BB BPUFXelzazRemielFallingOut (6 stages - cross-follower falling out); 051869 BPUFXelzazTelvanniQuests; FB7606 BPUFXelzazRobGrave (grave-robbing, 3 objectives - Arkay hook); 4602DF BPUFXelzazVampireQuest; DA89DC/D29FD4/4A209C/D70E71/D10A9B/DCC12E/DBCE01/A9771A/88D789/09646B/D66C41/0B6D35/75D70C = BPUFXelzazDA01 DA03 DA04 DA05 DA06 DA08 DA09 DA10 DA11 DA13 DA14 DA15 DA16 - per-Daedric-quest commentary covering 13 of the 16 vanilla Daedric quests. JOURNAL FINDING: Xelzaz uses LogEntries as dev notes throughout; all player-visible quest text is Objectives DisplayText. Non-quest defined: BOOK 6 SPEL 32 MGEF 52 ACTI 22 MISC 7 (incl BEFE1E BPUFXelzazHistLeaf 4653E7 BPUFXelzazRoovi 54E581 BPUFXelzazPropylon) FACT 3 LCTN 0 NPC_ 21 RACE 1 FLST 8 ALCH 34 SMQN 1. Notable SPEL: 8741ED BPUFXelzazPowerArgonianHistskin BCC6E6 BPUFXelzazStendarrsAura 64BDFC BPUFXelzazConjureAshSpawn"
Quests and Newlands - Modded Followers,Xelzaz Follower - Sirenroot,BPUFXelzazFollowerSirenroot.esp,NONE,,,,none,NO-ROWS,,"301 records. Defines 2 QUST both unnamed drivers: 000800 BPUFXelzazSirenroot 000873 BPUFXelzazSirenrootBookLocatorQuest. Sirenroot itself is covered_by ARR (evgSIRENROOT.esm)"
Quests and Newlands - Modded Followers,Xelzaz Follower - Wyrmstooth,BPUFXelzazFollowerWyrmstooth.esp,NONE,,,,none,NO-ROWS,,"111 records. Defines 1 QUST 007480 BPUFXelzazWyrmstooth - unnamed commentary driver"
Quests and Newlands - Modded Followers,Yoana - Custom Voiced Follower,BB02YoanaFollower.esp,QUST,BB02YoanaFollower.esp:00092B,BB02_YMQ,The Man Who Cut Me in Half,none,ROWABLE,,"Yoana's personal quest; 9 stages (0 StartUp / 10 / 20 / 30 / 40 / 50 / 60 / 70 / 100) / 1 objective. Journal LogEntries present only on stages 0 10 20; stages 30-100 carry NO LogEntries, so the back half is dialogue-driven with no journal text. Revenge/mutilation framing"
Quests and Newlands - Modded Followers,Yoana - Custom Voiced Follower,BB02YoanaFollower.esp,SUMMARY,,,,none,ROWABLE,,"322 records - the smallest follower in the bucket. 5 QUST defined; 1 player-facing above; drivers are BB02YoanaFollowerQuest BB02YoanaMeeting BB02_YoanaFriendship (0 stages) BB02_YoannaFriendshipHub. Non-quest defined: BOOK 1 SPEL 0 ACTI 0 MISC 0 FACT 0 LCTN 0 NPC_ 1 RACE 1 WEAP 2 ARMO 8"
Quests and Newlands - Beyond Skyrim Bruma,Beyond Skyrim - Bruma SE - Assets,BSAssets.esm,SUMMARY,,,,none,DEFER,,"Asset master. Defines 4 QUST (BSKCreatureDialogueGoblin/BSKDialogueAyleid/BSKOpenSpellQuest/BSKCreatureDialogueZombie) - all creature/dialogue plumbing, none player-facing. Non-quest DEFINED: BOOK 135, SPEL 73, MGEF 78, NPC_ 108, ACTI 84, MISC 63, FACT 2, LCTN 1, WEAP 99, ARMO 95. Journal text: n/a (no journaled quests). BOOK count is the rowable surface here (Cyrodiil/Nine Divines lore books) if PDV wants a read-book channel."
Quests and Newlands - Beyond Skyrim Bruma,Beyond Skyrim - Bruma SE - DLC,BS_DLC_patch.esp,SUMMARY,,,,none,NO-ROWS,,"DLC compat patch. Defines 1 new QUST 01A7CB BSDLCInitPatchQuest (init script holder, not player-facing). No vanilla QUST overrides, no added stages. Non-quest DEFINED: ALCH 79, MISC 30, ARMO 18, COBJ 13, TREE 30, MUST 27. Journal text: n/a."
Quests and Newlands - Beyond Skyrim Bruma,Beyond Skyrim - Bruma SE - LOTD,DBM_BSHeartlandPatch - Main.esp,QESTAGE,BSHeartland.esm:0C7E4C,CYRBrumaMS02,Upon My Honor,none,NO-ROWS,,"Category (c) ONLY EDITS EXISTING STAGES. Overrides Bruma CYRBrumaMS02 with the identical 15 stages / 7 objectives as BSHeartland.esm. NO stages added. LOTD museum-display wiring only."
Quests and Newlands - Beyond Skyrim Bruma,Beyond Skyrim - Bruma SE - LOTD,DBM_BSHeartlandPatch - Main.esp,SUMMARY,,,,none,NO-ROWS,,"LOTD display patch. Defines 0 new QUST. Non-quest DEFINED: WEAP 349, ARMO 339, ACTI 197, STAT 184, BOOK 59, NPC_ 25, MISC 19, FLST 16, LCTN 5. Journal text: n/a."
Quests and Newlands - Beyond Skyrim Bruma,Beyond Skyrim - Bruma SE - LOTD - Standalone,DBM_BSHeartlandPatch - Standalone Displays.esp,SUMMARY,,,,none,NO-ROWS,,"Standalone LOTD displays. Defines 2 new QUST: 000803 DBM_BSHeartland and 000BE0 DBM_BSHeartland_DistributeItems - both museum item-distribution controllers, not player-facing. Non-quest DEFINED: ACTI 197, FLST 3, CONT 1. Journal text: n/a."
